Run accession,Label,Year,Group,Ceftazidim,Ciprofloxacin,Gentamicin
ERR4035183,other,2007,10225,21.0,31.0,26.0
ERR4035216,other,2007,3246,34.0,36.0,26.0
ERR4035248,other,2007,73,31.0,34.0,24.0
ERR4035280,other,2007,73,32.0,36.0,25.0
ERR4035412,other,2007,69,30.0,39.0,26.0
ERR4035444,other,2007,10228,30.0,38.0,30.0
ERR4036081,other,2007,421,27.0,32.0,22.0
ERR4036085,other,2007,10224,31.0,33.0,25.0
ERR4036113,other,2007,393,30.0,6.0,23.0
ERR4036117,other,2007,372,30.0,31.0,22.0
ERR4036145,other,2007,421,32.0,35.0,24.0
ERR4036146,other,2007,144,33.0,32.0,24.0
ERR4036174,other,2007,73,31.0,32.0,24.0
ERR4036178,other,2007,95,31.0,30.0,24.0
ERR4036206,other,2007,101,30.0,13.0,6.0
ERR4036210,other,2007,2619,31.0,34.0,26.0
ERR4036463,other,2007,95,34.0,38.0,29.0
ERR4036767,other,2007,127,35.0,44.0,27.0
ERR4036772,other,2007,10,30.0,37.0,31.0
ERR4036802,other,2007,1057,29.0,44.0,31.0
ERR4036834,other,2007,12,34.0,38.0,26.0
ERR4036837,other,2007,127,31.0,36.0,29.0
ERR4036865,other,2007,10,36.0,39.0,30.0
ERR4036868,other,2007,95,32.0,40.0,30.0
ERR4036894,other,2007,69,33.0,38.0,29.0
ERR4036895,other,2007,12,33.0,40.0,29.0
ERR4036900,other,2007,998,33.0,39.0,28.0
ERR4036935,other,2007,73,32.0,38.0,30.0
ERR4036680,other,2007,10,29.0,37.0,28.0
ERR4036681,other,2007,73,34.0,40.0,30.0
ERR4036967,other,2007,144,33.0,38.0,31.0
ERR4036995,other,2007,127,34.0,38.0,32.0
ERR4037000,other,2007,127,32.0,38.0,29.0
ERR4037027,other,2007,10242,30.0,37.0,29.0
ERR4036708,other,2007,38,34.0,30.0,30.0
ERR4036711,other,2007,73,33.0,38.0,30.0
ERR4036738,other,2007,1057,32.0,38.0,29.0
ERR4036741,other,2007,2020,30.0,36.0,31.0
ERR4037130,other,2007,95,28.0,40.0,20.0
ERR4037148,other,2007,80,36.0,32.0,24.0
ERR4037152,other,2007,95,32.0,33.0,25.0
ERR4037159,131-C,2007,131-C1,34.0,8.0,8.0
ERR4037179,other,2007,73,32.0,35.0,22.0
ERR4037183,other,2007,73,30.0,33.0,24.0
ERR4037193,other,2007,550,32.0,36.0,22.0
ERR4037214,other,2007,73,35.0,34.0,26.0
ERR4037218,other,2007,88,22.0,31.0,23.0
ERR4037049,other,2007,117,31.0,36.0,26.0
ERR4037225,other,2007,95,34.0,41.0,23.0
ERR4037237,other,2007,127,30.0,34.0,26.0
ERR4037239,other,2007,69,31.0,35.0,25.0
ERR4037246,other,2007,73,30.0,33.0,24.0
ERR4037052,other,2007,2389,29.0,31.0,22.0
ERR4037250,other,2007,95,32.0,32.0,25.0
ERR4037255,other,2007,73,29.0,39.0,21.0
ERR4037268,other,2007,144,28.0,41.0,27.0
ERR4037272,other,2007,38,32.0,28.0,26.0
ERR4037056,other,2007,69,34.0,38.0,24.0
ERR4037305,other,2007,141,30.0,25.0,24.0
ERR4037307,other,2007,12,34.0,34.0,25.0
ERR4037325,other,2007,12,33.0,28.0,26.0
ERR4037033,other,2007,95,32.0,37.0,24.0
ERR4037335,other,2007,641,28.0,35.0,27.0
ERR4037340,other,2007,421,34.0,36.0,25.0
ERR4037357,other,2007,73,30.0,34.0,21.0
ERR4037368,other,2007,104,33.0,38.0,28.0
ERR4037371,other,2007,357,32.0,36.0,25.0
ERR4037388,other,2007,2619,30.0,42.0,22.0
ERR4037066,other,2007,372,30.0,37.0,22.0
ERR4037399,other,2007,59,30.0,40.0,28.0
ERR4037082,other,2007,127,29.0,36.0,26.0
ERR4037085,other,2007,131-B,31.0,32.0,23.0
ERR4037089,other,2007,52,32.0,30.0,22.0
ERR4037095,other,2007,144,33.0,42.0,24.0
ERR4037037,other,2007,59,32.0,41.0,23.0
ERR4037115,other,2007,101,34.0,30.0,22.0
ERR4037119,other,2007,129,28.0,30.0,23.0
ERR4034111,other,2006,104,35.0,34.0,22.0
ERR4034130,other,2006,95,31.0,38.0,30.0
ERR4034402,other,2006,321,31.0,38.0,27.0
ERR4034405,other,2006,636,34.0,37.0,24.0
ERR4034408,other,2006,95,35.0,40.0,30.0
ERR4034417,other,2006,73,34.0,40.0,28.0
ERR4034434,other,2006,95,30.0,35.0,21.0
ERR4034437,other,2006,10,28.0,30.0,22.0
ERR4034440,other,2006,95,35.0,37.0,27.0
ERR4034449,other,2006,14,36.0,36.0,24.0
ERR4034463,other,2006,83,31.0,38.0,26.0
ERR4034466,other,2006,95,32.0,34.0,24.0
ERR4034473,other,2006,88,36.0,39.0,28.0
ERR4034478,other,2006,538,30.0,34.0,23.0
ERR4034495,other,2006,73,30.0,38.0,24.0
ERR4034505,other,2006,46,33.0,10.0,27.0
ERR4034527,other,2006,10,34.0,37.0,27.0
ERR4034537,other,2006,404,35.0,40.0,28.0
ERR4034323,other,2006,372,35.0,38.0,27.0
ERR4034560,other,2006,393,28.0,6.0,25.0
ERR4034592,other,2006,88,32.0,36.0,26.0
ERR4034301,other,2006,12,30.0,37.0,29.0
ERR4034598,other,2006,95,30.0,38.0,29.0
ERR4034638,other,2006,1084,32.0,34.0,24.0
ERR4034333,other,2006,73,27.0,33.0,28.0
ERR4034653,other,2006,131-B,30.0,36.0,26.0
ERR4034676,other,2006,73,30.0,32.0,26.0
ERR4034343,other,2006,646,34.0,36.0,24.0
ERR4034346,131-C,2006,131-C1,29.0,6.0,13.0
ERR4034356,other,2006,12,30.0,38.0,25.0
ERR4034366,other,2006,88,30.0,36.0,27.0
ERR4034372,other,2006,538,32.0,32.0,22.0
ERR4034376,other,2006,73,31.0,40.0,29.0
ERR4034385,other,2006,12,35.0,35.0,24.0
ERR4034784,other,2006,95,33.0,36.0,24.0
ERR4034816,other,2006,2619,34.0,34.0,24.0
ERR4034848,other,2006,127,34.0,35.0,23.0
ERR4034881,other,2006,69,32.0,33.0,22.0
ERR4034941,other,2006,80,36.0,32.0,23.0
ERR4034974,other,2006,131-B,35.0,32.0,24.0
ERR4034977,other,2006,95,32.0,38.0,26.0
ERR4035005,other,2006,73,29.0,36.0,24.0
ERR4035006,other,2006,681,32.0,35.0,24.0
ERR4035037,other,2006,95,33.0,38.0,26.0
ERR4035066,other,2006,59,28.0,38.0,27.0
ERR4034722,other,2006,73,33.0,33.0,23.0
ERR4034690,other,2006,538,33.0,35.0,23.0
ERR4035324,other,2006,127,28.0,30.0,20.0
ERR4035356,other,2006,550,27.0,30.0,24.0
ERR4035069,other,2006,131-A,32.0,32.0,26.0
ERR4035097,other,2006,10,34.0,40.0,25.0
ERR4035389,other,2006,73,30.0,30.0,20.0
ERR4035408,other,2006,141,33.0,40.0,30.0
ERR4035421,other,2006,127,30.0,30.0,30.0
ERR4035440,other,2006,73,35.0,40.0,30.0
ERR4035126,other,2006,1057,30.0,26.0,15.0
ERR4035804,other,2006,681,32.0,31.0,22.0
ERR4035943,other,2006,2619,33.0,31.0,24.0
ERR4035958,other,2006,550,30.0,28.0,22.0
ERR4035975,other,2006,95,35.0,33.0,24.0
ERR4035990,other,2006,127,28.0,30.0,22.0
ERR4036007,other,2006,537,31.0,33.0,24.0
ERR4036022,other,2006,1882,20.0,26.0,22.0
ERR4036040,other,2006,10222,33.0,33.0,23.0
ERR4036055,other,2006,73,28.0,26.0,20.0
ERR4036073,other,2006,73,35.0,32.0,24.0
ERR4036077,other,2006,127,32.0,32.0,24.0
ERR4036109,other,2006,95,32.0,36.0,25.0
ERR4036141,other,2006,73,32.0,33.0,24.0
ERR4036170,other,2006,73,31.0,33.0,23.0
ERR4036202,other,2006,95,30.0,32.0,24.0
ERR4035869,other,2006,131-B,28.0,30.0,20.0
ERR4035836,other,2006,393,30.0,6.0,22.0
ERR4035901,other,2006,95,31.0,33.0,24.0
ERR4035910,other,2006,95,33.0,31.0,23.0
ERR4036394,other,2006,59,32.0,37.0,26.0
ERR4036472,other,2006,372,32.0,38.0,26.0
ERR4036623,other,2006,550,36.0,35.0,23.0
ERR4036601,other,2006,393,32.0,6.0,20.0
ERR4036605,other,2006,131-A,28.0,23.0,24.0
ERR4036608,other,2006,95,30.0,33.0,24.0
ERR4036598,other,2006,95,34.0,32.0,24.0
ERR4036613,other,2006,69,30.0,32.0,24.0
ERR4036616,other,2006,73,34.0,34.0,22.0
ERR4036620,other,2006,10,34.0,34.0,22.0
ERR4036761,other,2006,73,38.0,40.0,30.0
ERR4036766,other,2006,127,32.0,39.0,25.0
ERR4036770,other,2006,95,34.0,39.0,27.0
ERR4036793,other,2006,73,34.0,40.0,30.0
ERR4036798,other,2006,131-A,31.0,38.0,27.0
ERR4036800,other,2006,58,11.0,24.0,28.0
ERR4036825,other,2006,95,34.0,40.0,30.0
ERR4036827,other,2006,59,32.0,38.0,25.0
ERR4036832,other,2006,141,27.0,38.0,27.0
ERR4036671,other,2006,59,34.0,40.0,28.0
ERR4036857,other,2006,83,34.0,40.0,28.0
ERR4036862,other,2006,2585,31.0,38.0,27.0
ERR4036863,other,2006,73,32.0,40.0,28.0
ERR4036675,other,2006,12,34.0,40.0,34.0
ERR4036897,other,2006,73,33.0,37.0,28.0
ERR4036677,other,2006,73,32.0,38.0,27.0
ERR4036933,other,2006,393,28.0,10.0,26.0
ERR4036934,other,2006,69,32.0,36.0,28.0
ERR4036994,other,2006,73,30.0,37.0,31.0
ERR4037023,other,2006,62,34.0,40.0,28.0
ERR4037024,other,2006,131-B,31.0,38.0,29.0
ERR4036701,other,2006,95,37.0,44.0,24.0
ERR4036707,other,2006,73,30.0,39.0,28.0
ERR4036728,other,2006,405,32.0,44.0,28.0
ERR4036734,other,2006,362,32.0,11.0,26.0
ERR4037141,other,2006,12,33.0,39.0,28.0
ERR4037146,other,2006,73,36.0,42.0,25.0
ERR4037174,other,2006,59,33.0,37.0,28.0
ERR4037175,other,2006,10231,34.0,36.0,25.0
ERR4037045,other,2006,10406,33.0,40.0,26.0
ERR4037204,other,2006,95,33.0,38.0,27.0
ERR4037209,other,2006,127,37.0,37.0,24.0
ERR4037263,other,2006,405,32.0,37.0,36.0
ERR4037301,other,2006,95,34.0,38.0,27.0
ERR4037332,other,2006,1236,33.0,39.0,28.0
ERR4037364,other,2006,10267,32.0,37.0,27.0
ERR4037398,other,2006,10,32.0,38.0,27.0
ERR4037078,other,2006,973,31.0,36.0,25.0
ERR4037079,other,2006,12,35.0,39.0,24.0
ERR4037108,other,2006,73,31.0,35.0,25.0
ERR4037113,other,2006,62,37.0,42.0,26.0
ERR4037424,other,2006,127,32.0,38.0,27.0
